symbol,search_date,headline,summary,source,url,published_at
NVDA,2025-10-15,Why Did Applied Digital Stock Jump Today?,The data center company's stock is moving higher. Here's why.,Yahoo,https://finnhub.io/api/news?id=b69e8c9a40af02881e906557cbaf7ceec6fcfcf6cfd9cf0f633994de1483565d,2025-10-15 23:30:00
NVDA,2025-10-15,How retail investors are reshaping options trading,"Retail investors make up roughly half of listed options, Cboe vice president of derivatives market intelligence Henry Schwartz tells Yahoo Finance. Watch the video above to learn more about how retail investors are reshaping the options market. To watch more expert insights and analysis on the latest market action, check out more Market Catalysts.",Yahoo,https://finnhub.io/api/news?id=8c4f91f75e2e91047fdbf58b09f7bad2e98a0d79b39c9043b99306fac91db89d,2025-10-15 22:15:00
NVDA,2025-10-15,AMD Stock: Here's What To Expect As OpenAI Buys In,"Advanced Micro Devices, Inc.'s AI-focused deals with OpenAI and Oracle make it a strong long-term investment. Click here for my updated look at AMD stock.",SeekingAlpha,https://finnhub.io/api/news?id=054dd14555c64dde5e4ff7bbbd3b078318d6a61dc7c465ebb85c4b5eda35d899,2025-10-15 22:11:02
NVDA,2025-10-15,Nvidia Stock Wavers After Latest Data Center Deal,Nvidia stock wavered Wednesday after the AI chip leader garnered additional business from British data center operator Nscale.,Yahoo,https://finnhub.io/api/news?id=facfe173dbf80892436b94320c2820b69bdff2cb51a3dabae1992637431f1606,2025-10-15 21:33:13
NVDA,2025-10-14,Stock Market Today: Dow Jumps After Fed's Powell Hints At Rate Cut; Nvidia Partner Vaults 30% (Live Coverage),Stock Market Today: The Dow reverses higher after a speech from Fed Chair Jerome Powell helped the market set aside worries over U.S.-China tensions,Yahoo,https://finnhub.io/api/news?id=c449e06228348b37485b4d966e9f0beea32ec0162e042ddb262865439a542d75,2025-10-14 22:19:22
NVDA,2025-10-14,TSMC Earnings: Here's What To Expect As AI Reaches A Fever Pitch,Discover why TSMC's strong earnings and AI leadership make it a top stock to watch now. Click for my updated look at TSM stock and my earnings preview.,SeekingAlpha,https://finnhub.io/api/news?id=707eb005df326e88f17985cc22717d8ecd183402ddfee86d1d272a965171d3f4,2025-10-14 21:35:49
NVDA,2025-10-14,Tech Is Valued as if AI Is the Next Smartphone. It Isn’t.,Investors don’t care if AI stocks are pricey as long as companies deliver hefty profits. But what happens if those profits shrink a lot?,Yahoo,https://finnhub.io/api/news?id=4401ecc40417f162dd3da094d89ba1e977828ae8f16eae7169fc8ea2815f6b5d,2025-10-14 21:26:00
NVDA,2025-10-14,Nvidia Stock Drops. Oracle Has Eyes for Another.,STOCKSTOWATCHTODAY BLOG   Nvidia was falling on Tuesday afternoon. Investors are weighing competition in artificial-intelligence chips. Nvidia shares were down 3.4% at $181.89. The stock rose 2.8% on Monday.,Yahoo,https://finnhub.io/api/news?id=ac4047b2b6359a36ff49746ebb08ec0d6f417412a8798b12d93198020af7d1ab,2025-10-14 21:18:00
NVDA,2025-10-14,Tom Lee Says NVIDIA (NVDA) Valuation Still Attractive Amid ‘Powerful Tailwinds’,"We recently published 10 Trending Stocks to Watch As AI Bubble Warnings Heat Up. NVIDIA Corp (NASDAQ:NVDA) is one of the trending stocks. Tom Lee, Head of Research and CIO at Fundstrat, said in a recent program on CNBC that there are strong tailwinds for the market. The analyst reiterated his view that Nvidia’s stock […]",Yahoo,https://finnhub.io/api/news?id=dc68e559947561429a26e68e110e0aa83f2c54d1675470e1121a6ed399e4badf,2025-10-14 21:05:22
NVDA,2025-10-14,AMD Wins Big AI Chip Order From Oracle in Race to Catch Nvidia,"Oracle will put 50,000 of the semiconductors in data center computers starting in the third quarter of 2026, according to a statement Tuesday.  The systems will contain AMD processors and networking components.  The Santa Clara, California-based company is working to become a credible alternative to Nvidia, the dominant provider of AI processors.",Yahoo,https://finnhub.io/api/news?id=ef0288b8b20aaf0fe8f760584913e8316e502ef06b68ddeabc57fe121165e882,2025-10-14 21:02:17
NVDA,2025-10-14,Peter Schiff Says Bitcoin's Recovery Is A 'Dead Cat Bounce' While Gold Makes Another All-Time High,"Economist and long-time Bitcoin (CRYPTO: BTC) skeptic Peter Schiff has described the crypto king's rebound from Friday's sell-off as a ""dead cat bounce."" What Happened: In a series of posts on X, Schiff criticized Bitcoin's volatility and emphasized ...",Yahoo,https://finnhub.io/api/news?id=48da351fc0aed03d7b84b959e74c68cab0b5d6ae2bc2e1329a217275963e1813,2025-10-14 21:01:04
NVDA,2025-10-14,Jim Cramer on Taiwan Semiconductor’s Earnings: “I Expect a Very Rosy Picture”,"Taiwan Semiconductor Manufacturing Company Limited (NYSE:TSM) is one of the stocks in Jim Cramer’s game plan for this week. Cramer has positive expectations from the company, as he stated: “Thursday morning, Taiwan Semi reports. I usually get up at 2:30 in the morning because that’s when they report for heaven’s sake. This manufacturer of chips […]",Yahoo,https://finnhub.io/api/news?id=39c5cbc9f4c14e4b71324e13c02e8c70f7f25afeaacce78d77b1485f0b5d8854,2025-10-14 20:22:07
NVDA,2025-10-14,CoreWeave stock has one big hurdle to overcome,"CoreWeave’s (CRWV) ascent is nothing short of spectacular The niche GPU cloud player has become what the tech punditry calls a “neo-cloud,” purpose-built for AI. It runs robust, dense fleets of Nvidia (NVDA) GPUs, wired for speed, with the tools that spin up AI clusters in seconds. ...",Yahoo,https://finnhub.io/api/news?id=70e20082b19a1f8ea5d4f999b781321eecae6921f59930c70f8ac6ade435c2ea,2025-10-14 20:07:00
NVDA,2025-10-14,Why Power Integrations (POWI) Stock Is Up Today,"Shares of semiconductor designer Power Integrations (NASDAQ:POWI) jumped 4.9% in the afternoon session after the stock's positive momentum continued as the company detailed its new, more efficient PowiGaN gallium-nitride technology for next-generation AI data centers and announced a collaboration with NVIDIA.",Yahoo,https://finnhub.io/api/news?id=daf807751b9fda78e2cfec27dc7fa3cbc81f6005d5fa001eb43192d68d5ecdb0,2025-10-14 20:06:18
NVDA,2025-10-13,NVIDIA DGX Spark Arrives for World’s AI Developers,"NVIDIA DGX Spark As a new class of computer, DGX Spark delivers a petaflop of AI performance and 128GB of unified memory in a compact desktop form factor, giving developers the power to run inference on AI models with up to 200 billion parameters and fine-tune models of up to 70 billion parameters locally. News Summary: NVIDIA founder and CEO Jensen Huang delivers DGX Spark to Elon Musk at SpaceX.This week, NVIDIA and its partners are shipping DGX Spark, the world’s smallest AI supercomputer, de",Yahoo,https://finnhub.io/api/news?id=a23dd117f033162dba47cdf6f321498ecc21f837e9edce10f2c81cd050f8a7e0,2025-10-14 02:39:00
NVDA,2025-10-13,"Did You Know, María Corina Machado, Who Thanked Trump After Receiving The Nobel Peace Prize, Is A Bitcoin Supporter","Venezuelan opposition leader María Corina Machado, who recently won the Nobel Peace Prize, has been a Bitcoin (CRYPTO: BTC) supporter, labeling it as a “vital means of resistance” earlier. Nobel Peace Prize Winner Is A Bitcoiner Machado was honored ...",Yahoo,https://finnhub.io/api/news?id=0948d816c7e962c8028564ac157a3ae37ffeb0a25902ad781b6e506352642fc1,2025-10-14 02:31:06
NVDA,2025-10-13,This Billionaire Crypto Bull Just Called Bitcoin A 'Better Version Of Gold' — And Says It Could 10x From Here,"The institutional money floodgates have opened for Bitcoin, and one prominent crypto investor thinks the digital asset’s journey is just getting started—despite already trading north of $126,000. Franklin Jiang, co-chief investment officer at Pantera ...",Yahoo,https://finnhub.io/api/news?id=7de79539f6ef3e8f3a6c8f3ecb83812f215e60da2c50fb409c465bb9da7201be,2025-10-14 02:01:34
NVDA,2025-10-13,Nvidia’s desktop AI supercomputer now available to the general public,"Investing.com -- Nvidia (NASDAQ:NVDA), the world’s most valuable company by market cap and the face of the AI revolution, is bringing its supercomputing power to the desktop.",Yahoo,https://finnhub.io/api/news?id=96cbdf26426a442f3531d80b91266391cb4fa6f015be48ee8b53651b5cba2893,2025-10-14 02:00:12
NVDA,2025-10-13,Top-rated analyst unveils eye-popping Nvidia price target,"Needless to say, Nvidia isn’t just riding the AI wave; it’s effectively building the ocean. Its power-packed GPUs have become the default rails for training and inference across hyperscalers and Fortune 500 stacks. Its software stack isn’t far, either, as its CUDA and enterprise AI suites ...",Yahoo,https://finnhub.io/api/news?id=39c430f5fcb8dfcdc74c86ff0fbc4c23d76209fcf95e4043545bed28676be53b,2025-10-14 02:00:00
NVDA,2025-10-13,"Samsung expects best profit since 2022, as AI boom squeezes commodity chip supply","SEOUL (Reuters) -Samsung Electronics on Tuesday said it expects its biggest quarterly profit in over three years, as the global race to boost production of AI chips has tightened supply and driven up prices of conventional memory chips, the tech giant's mainstay.  Strong demand for conventional memory chips used in data centre servers helped offset weaker sales of advanced artificial intelligence chips of Samsung, which has been lagging rivals in the race to supply to Nvidia, analysts said.  Samsung shares slipped 0.5% as of 0302 GMT after rising as much as 2.9% earlier to their highest level since January 2021.",Yahoo,https://finnhub.io/api/news?id=996b3214a9d448fddbdcc957cceea3d23ff002ff423565d8c271bcd2313c66b1,2025-10-14 01:46:10
NVDA,2025-10-13,Nvidia DGX Spark hits market as 'world’s smallest AI supercomputer',"Nvidia's tiniest supercomputer officially hits the market on Wednesday. The DGX Spark, which Nvidia says offers data center-class performance, packs the company's GB10 Grace Blackwell superchip, as well as its ConnectX-7 networking capabilities and software stack.",Yahoo,https://finnhub.io/api/news?id=9573195703c949584965b1c26bf7fb2ed69e863a840498f262af83deef2accc3,2025-10-14 01:30:50
NVDA,2025-10-13,Nvidia and AMD Could Be the Biggest Winners as Start-Ups Like Groq Push AI Chip Demand Higher,The emergence of new AI companies signals the industry veterans have more upside ahead.,Yahoo,https://finnhub.io/api/news?id=e9c0a86becd0fd4858ace9e984cb92a6633fe4fb27a30bcb32af7d3e06d28db5,2025-10-14 01:05:00
NVDA,2025-10-13,Nvidia (NVDA) Laps the Stock Market: Here's Why,"In the latest trading session, Nvidia (NVDA) closed at $188.32, marking a +2.82% move from the previous day.",Yahoo,https://finnhub.io/api/news?id=b2e687891ca2fb7caa34125b86bcf8cd2f151f3d86ab63156532fd221257aba2,2025-10-14 00:45:03
NVDA,2025-10-13,"Asana and Teradata Shares Are Soaring, What You Need To Know","A number of stocks jumped in the afternoon session after President Donald Trump eased concerns over escalating trade tensions with China, calming markets rattled by his earlier tariff threats. U.S. stocks rose sharply, with the Nasdaq-100 jumping nearly 2%, following a post on Truth Social where Trump suggested the trade conflict would not worsen. This shift in tone provided significant relief to investors, who had driven a sharp sell-off the previous Friday due to fears of higher tariffs. Techn",Yahoo,https://finnhub.io/api/news?id=3da52902b2c223a1af08ed7502aa63c0bdfa64fb50c63d00a98d1e8872c93c58,2025-10-14 00:26:08
NVDA,2025-10-12,"Meet the Supercharged Growth Stock That's One of This Year's Big Winners. The Company Could Hit $50 Trillion by 2034, According to 1 World-Renowned Analyst","A track record of innovation, strong tailwinds, and an industry-leading position could drive this household name to new highs.",Yahoo,https://finnhub.io/api/news?id=961be3a10ee0937883ec967a4fbc4a7abda992273c8c2c629419827ce8369e0e,2025-10-13 02:02:00
NVDA,2025-10-12,1 OpenAI Partner That Could Soar in 2026 (Hint: It's Not AMD),OpenAI has announced partnerships with several key computing providers in recent weeks.,Yahoo,https://finnhub.io/api/news?id=713db9d981c4adfdfc2e84f343ab5aec4439d7453fcabeb9aeb9996640dbfb5c,2025-10-13 02:00:00
NVDA,2025-10-12,Prediction: These Will Be Wall Street's 2 Most Prominent Stock-Split Stocks of 2026,"Up over 400% in just three years, these industry leaders are ripe for stock splits in 2026.",Yahoo,https://finnhub.io/api/news?id=a308803e43f22ae070e38eb49218e9b170015e52f2703132aa8bfdcf8aff7334,2025-10-13 01:19:00
NVDA,2025-10-12,OpenAI Stock Doesn't Exist -- But Here's How You Can Invest in It Along With Other Hot Private Companies For Just $500,"Along with OpenAI, this fund's top five holdings include SpaceX, robot maker Figure AI, Elon Musk's Neuralink, and AI computing company Lambda Labs.",Yahoo,https://finnhub.io/api/news?id=6cfff7ddf92bf28c79dff42035d0474b555d9f1ba17f02ba159aec42f6e63c57,2025-10-13 01:00:00
NVDA,2025-10-12,"Oracle’s AI empire runs on Nvidia, but the numbers don’t add up","Oracle is unafraid when it comes to hedging big bets. The company is making a career out of reinventing itself on a large scale, often by spending a lot of money before competitors even know what's coming. Now, the market is paying close attention to its latest reinvention: a big push into ...",Yahoo,https://finnhub.io/api/news?id=4c4a70208c0ccafca2df3eb672888cea1133cade36458dba60875ddfc2384c13,2025-10-13 00:03:00
NVDA,2025-10-12,How AI Sector Optimism and New Partnerships Could Reshape IPG Photonics’ (IPGP) Long-Term Story,"Last week, renewed optimism in the artificial intelligence sector lifted the broader semiconductor space, following bullish comments from Nvidia's CEO about substantial growth in computing demand and an announcement by AMD and OpenAI regarding a major AI infrastructure collaboration. This wave of positive sentiment helped bolster market confidence in technology suppliers, including IPG Photonics, amid ongoing concerns about trade policy and sector volatility. We’ll explore how fresh optimism...",Yahoo,https://finnhub.io/api/news?id=04aefd57b7a8636c2453f2cef26352b64926ff6a6e140424dc37111dbdf17907,2025-10-12 23:06:14
NVDA,2025-10-12,"SP500: It's A Dip, Not A Bubble Burst (Yet)",S&P 500 reacts to US-China trade war but AI stocks remain strong. Learn why increased volatility signals caution for investors.,SeekingAlpha,https://finnhub.io/api/news?id=2b375f6253e073584b9dfc4ee82ba09934c1d7f91a63c0c54be01e17a03145f5,2025-10-12 22:52:07
NVDA,2025-10-12,Billionaire Ken Griffin Sold 48% of Citadel's Stake in Palantir and Nearly Quadrupled His Position in This Cutting-Edge Artificial Intelligence (AI) Stock,"Griffin isn't retreating from AI, but he had good reasons to take some profits and rebalance his bets on the trend.",Yahoo,https://finnhub.io/api/news?id=f159ba4d1a9cc68550b5c49afde64a6329533a9f18b827fb7aa6db6ec1871075,2025-10-12 21:18:00
NVDA,2025-10-12,Fee-Fi-Fo-Fum: Is A Crash Brewing For AI Stocks?,"Amid hype over artificial intelligence, the best AI stocks generate revenue or get a strategic edge from the fast evolving technology.",Yahoo,https://finnhub.io/api/news?id=93a0432b7cd73581a5e3a5c2be70106be2e497ee7caf0d69ae074c560f983c87,2025-10-12 20:03:04
NVDA,2025-10-12,'100% of Addicts Eventually Have Financial Troubles' — Ramsey Tells 25-Year-Old Who Lost $55K Gambling To Do These Three Things,"Addiction can take hold with devastating speed, as one 25-year-old caller to ""The Ramsey Show"" found. James, a business owner with an annual income of about $120,000, told host Dave Ramsey how he lost between $45,000 and $55,000 in just six weeks to a sudden gambling habit after moving to Atlantic City. He explained that the addiction started small, with $25 bets while socializing with new friends. As his friends increased their bets, it pushed James to higher-stakes gambling. ""You feel like a w",Yahoo,https://finnhub.io/api/news?id=a5608377ed4308958ce579c02b4812c31d077e92834e66d9ab1bf2b926c9f809,2025-10-12 20:01:19
NVDA,2025-10-11,"Cantor Fitzgerald Reiterates Overweight on NVIDIA (NVDA), Says AI Demand Proves It’s “Not a Bubble”","NVIDIA Corporation (NASDAQ:NVDA) is one of the Hot AI Stocks to Keep on Your Radar. On October 9, Cantor Fitzgerald reiterated the stock as “Overweight” and raised its price target to a Wall Street high of $300 per share from $240 following management meetings. “We hosted NVDA mgmt for investor meetings in NYC this past week, […]",Yahoo,https://finnhub.io/api/news?id=65e1042ab433efa6531f929d6872a864915040c14122bdae614e1fa4f61eec77,2025-10-12 01:21:26
NVDA,2025-10-11,Mark Cuban Says He Keeps a Large Part of His Portfolio in Cash — Here’s Why,Why experts like Buffett and Cuban say holding cash can protect your wealth and unlock smart investing opportunities.,Yahoo,https://finnhub.io/api/news?id=8da3e272d168b5bb1e331266550cb147890927c0049989df6a34f10313e12b34,2025-10-12 01:03:05
NVDA,2025-10-11,"How Will Dow Futures Open As Trump Adds 100% China Tariff? Oracle, Tesla, Taiwan Semi In Focus","The stock market tumbled with President Trump imposing huge China tariffs after the close. Oracle, JPMorgan, Taiwan Semi are on tap. Is Tesla's chart healthy?",Yahoo,https://finnhub.io/api/news?id=e66b84ecce201b732f33257f38039872312ce094f6a9185344b98cbbf6d72f45,2025-10-12 00:29:10
NVDA,2025-10-11,Stacy Rasgon Says Nvidia (NVDA)-Open AI Deal Shows There’s ‘Shortage of Compute’ – ‘Customers Are Lining Up Years in Advance’,"We recently published 10 Stocks Everyone’s Talking About As AI Investments Continue. NVIDIA Corporation (NASDAQ:NVDA) is one of the stocks analysts were recently talking about. Stacy Rasgon, Bernstein senior semiconductor analyst, was recently asked about the NVIDIA Corp (NASDAQ:NVDA)-OpenAI $100 billion deal and what it indicates. The analyst said the deal shows there is a […]",Yahoo,https://finnhub.io/api/news?id=857406261e5543b9fa92be267c2303c90a2623ff247eba88cbd169be3d352c35,2025-10-11 23:57:36
NVDA,2025-10-11,"Nvidia, AMD Stocks Tumble as U.S. Senate Targets AI Chip Exports to China","AI Giants Hit Hard: AMD, Nvidia Drop After Senate Advances China Export Bill",Yahoo,https://finnhub.io/api/news?id=a27fa581e108bef4dd0337716d9af890178c21387e7b7083170d3fa6a83d4f98,2025-10-11 22:48:47
NVDA,2025-10-11,Meet The Startup Building The Amazon Of Space: Inversion Launches Arc To Deliver Cargo Anywhere On Earth In 60 Minutes Or Less,"A 25-person startup in Los Angeles has introduced a technology that could enable Amazon-style (NASDAQ:AMZN) logistics in space. Inversion, an aerospace and defense technology company, on Oct. 1 unveiled Arc, a space-based delivery vehicle capable of transporting cargo to any location on Earth in under an hour. Inversion envisions space as a global logistics network, creating orbital infrastructure that could one day move goods, resources, and information across the planet with unprecedented spee",Yahoo,https://finnhub.io/api/news?id=3ce8a3717f1204cc30fa79c2b35c4f3ccb5f8ed7c92a99707c363fdd28293470,2025-10-11 22:10:07
NVDA,2025-10-11,This Couple Set $3M Retirement Goal Using The 4% Rule—But They're Wrestling With One Critical Question,"The path to retirement is paved with numbers, rules of thumb, and more than a few sleepless nights spent wondering if you’ve saved enough. For one couple featured on the “Money Guy Show,” hosted by Brian Preston and Bo Hanson, that journey led to a specific target: $3 million—a figure that sparked a broader conversation about how Americans should actually think about their retirement goals. The Magic Number and How They Got There According to the “Money Guy Show,” the couple initially considered",Yahoo,https://finnhub.io/api/news?id=606cee7d3b96a1c605234a62be7b1b1c1251d91f7ea0535a98acca0be1d7b15a,2025-10-11 21:01:09
NVDA,2025-10-11,AMD Soars on OpenAI Deal. Is It Too Late to Buy the Stock?,AMD's deal with OpenAI could be transformative.,Yahoo,https://finnhub.io/api/news?id=bfe50d6368042e1da42f444e392a16b3133c24cfe8dcb22e91176887fdfd95e9,2025-10-11 20:30:00
NVDA,2025-10-11,Bank Of England Governor Just Declared War On Unregulated Stablecoins—And Crypto Companies Are Bracing For Impact,"The gloves are off in Britain’s crypto regulation battle. Bank of England Governor Andrew Bailey just drew a hard line in the sand on Oct. 1, declaring that any stablecoin widely used for payments in the UK must be regulated exactly like money in a ...",Yahoo,https://finnhub.io/api/news?id=a54d614d4597cdf94de92168f0b7fe641f3d4baf0767b43043cbd187d48c0762,2025-10-11 19:31:29
NVDA,2025-10-11,"Nvidia Has a Brilliant AI Business Poised to More Than Double Revenue to $20-Plus Billion This Year, Yet It Gets Little Coverage",Nvidia's sovereign AI business is on track to grow annual revenue much faster than its overall business.,Yahoo,https://finnhub.io/api/news?id=e23f1036476d1fd9772220fad5c3dfabc7a2aa5d3dc16f9360e1456fd95cb367,2025-10-11 19:30:00
NVDA,2025-10-10,The Old-School Tech CEO Leading Nvidia’s Main Rival,AMD’s Lisa Su is an “engineer’s engineer” who just muscled in on the battle for the newest technology in the world.,Yahoo,https://finnhub.io/api/news?id=e979452fd7fa2de11d47497b58c45f81ac7426f6d94e7c0197be19eb7eacf845,2025-10-11 02:00:00
NVDA,2025-10-10,Lisa Su has built AMD into a $378 billion microchip titan. So why isn't she richer?,"Lisa Su has overseen a 7,000% rise in AMD shares as CEO, yet she has less than 1% of Nvidia CEO Jensen Huang's wealth.",Yahoo,https://finnhub.io/api/news?id=ea98c7328012c7e47d13f3600590b0792f1742e8f9a6034d03dd61aaadfa39c0,2025-10-11 01:20:54
NVDA,2025-10-10,Nvidia-backed AI stock’s monster run gets CoreWeave jolt,"Nvidia (NVDA) is clearly the poster child of the AI boom. It’s got a hold on chipmaking, the software stack, and invests in virtually any startup or business whose fingerprints are on breakout. Consequently, as Big Tech continues to build out its GPUs, Nvidia-backed upstarts are grabbing ...",Yahoo,https://finnhub.io/api/news?id=e06ceaa05f2cd6e482366620d1d3b6026b808a71115df90e0875bf9a64dc2d6f,2025-10-11 01:07:00
NVDA,2025-10-10,"Why is Nvidia, the world’s leading AI chipmaker, entangled in the US-China trade war?",Tech giant Nvidia has been caught in the middle of international trade tensions as the standoff between the United States and China continues to escalate.,Yahoo,https://finnhub.io/api/news?id=668c3d508f3a309e5c504a38b8b6261aca2cf0c9a9af3158fe101e5faf22c66f,2025-10-11 00:51:50
NVDA,2025-10-10,"Stocks to Watch Recap: Qualcomm, Nvidia, Levi Strauss, Venture Global",↗️ Applied Digital (APLD): The data-center developer posted stronger-than-projected quarterly results and said it had finalized a new lease agreement with AI cloud-computing company CoreWeave (CRWV). Shares jumped 16% Friday.,Yahoo,https://finnhub.io/api/news?id=7428121bdccfd494d7af4823d815c89d07243d16cf20ca8dd9f54267d4ac539b,2025-10-11 00:37:51
NVDA,2025-10-10,Equities Slide After Trump's China Tariffs Threat; Nasdaq Posts Worst Day Since April,US equities plummeted Friday after President Donald Trump threatened China with steep tariff increas,Yahoo,https://finnhub.io/api/news?id=76a4b3869644ff0c3cad044bcaae7b4106133706a6dded04d6008637f99f6818,2025-10-11 00:37:42
NVDA,2025-10-10,The Smartest Growth Stock to Buy With $200 Right Now,This growth stock is a no-brainer buy if you have $200 to spare right now.,Yahoo,https://finnhub.io/api/news?id=67a34b6adee00c664c8247278a2e4529f1195c9717589ef82a8979b42be6bf71,2025-10-11 00:30:00
NVDA,2025-10-10,ReelTime Media Stock Climbs as AI Rivals Tumble Amid China Tariff Worries,"ReelTime Media (OTCID:RLTR) surged +4.77% today while AI giants like NVIDIA (NVDA), Alphabet (GOOGL), Palantir (PLTR), and Meta (META) all declined on tariff fears - underscoring RI's independence from chipsets and geopolitics. BOTHELL, WASHINGTON ...",Yahoo,https://finnhub.io/api/news?id=dcf67977427e5645d9c3b70012e05fb2d742f2b460229dcd86d5a3be37c1ecf0,2025-10-11 00:25:00
NVDA,2025-10-10,"Could Buying $10,000 of This Generative Artificial Intelligence (AI) ETF Make You a Millionaire?",This exchange-traded fund is loaded with potential generative AI winners.,Yahoo,https://finnhub.io/api/news?id=c3cf6379fa8ee0f270fa6f5b4ad3c407b093a18c78810a1e2110ffbd5a346947,2025-10-11 00:15:00
NVDA,2025-10-10,China launches probe into Qualcomm amid ongoing US trade fight,China's markets regulator has launched an investigation into Qualcomm.,Yahoo,https://finnhub.io/api/news?id=6a6f140c5f6e874a64270c6fb10bac221899c2673076ee982284a09743a45dac,2025-10-10 19:28:15
GOOGL,2025-10-16,India’s Kuku snags $85M as mobile content wars intensify,Kuku plans to expand beyond India with a U.S. launch slated for next year.,Yahoo,https://finnhub.io/api/news?id=0f1f50d257665a0d0bfa1837c77f3e599de2ab6cbd3fcc7d41d94bd4e9c0cbc7,2025-10-16 09:43:19
GOOGL,2025-10-16,"Dow Jones Futures: Taiwan Semi Due; Google, Tesla, Nvidia Hit Buy Points, Then Diverge","The stock market whipsawed again Wednesday, but mostly closed higher. Google, Tesla and Nvidia teased buys. Taiwan Semi earnings loom.",Yahoo,https://finnhub.io/api/news?id=98ca29eed5cdb4dc4d66f501c0c098de68935adc15c71dab3bee397156801988,2025-10-16 06:24:28
GOOGL,2025-10-16,Alphabet: Failing To Innovate?,Notion that Google has lost the ability to innovate is a common refrain that we have heard over the past several years and one that we subscribed to ourselves at one stage. Read more here.,SeekingAlpha,https://finnhub.io/api/news?id=8081c9e3d16f317edacab9d149f37929246d4265c7f8a060aada20abd8f4894d,2025-10-16 06:05:00
GOOGL,2025-10-16,Jamie Dimon Says You Can't Look At AI As A Bubble: 'People Should Stop...',"Jamie Dimon isn't buying the AI bubble hype, but he's not sugarcoating the fallout either. In an interview with Fortune, the JPMorgan Chase & Co. (NYSE:JPM) CEO doubled down on his belief that artificial intelligence is not a fad and that the payoff ...",Yahoo,https://finnhub.io/api/news?id=7706bd2f4e206cd4fc3773e66ca854f5a3466cfa0447668eefe4f5bc80bfba21,2025-10-16 05:31:06
GOOGL,2025-10-16,Bristlemoon Global Fund Q3 2025 Report,"The Bristlemoon Global Fund returned 5.0 percent for the September 2025 quarter, with a 5.6 percent return for the month of September 2025, net of fees. Read more here.",SeekingAlpha,https://finnhub.io/api/news?id=fb3c90064bca43df96af35478049ed2373000f834069ea3fe80e17aa21850501,2025-10-16 05:30:00
GOOGL,2025-10-16,Potentially ‘Catastrophic’ Breach of Cyber Firm Blamed on China,"Seattle-based F5 Inc. disclosed on Wednesday morning in a regulatory filing that nation-state hackers had breached its networks and gained “long-term, persistent access” to certain systems.  The intruders stole files including portions of source code from the company’s BIG-IP suite of application services, which are widely used by Fortune 500 companies and government agencies, in addition to details about some flaws that could be used to target the company’s customers.  Representatives for F5 have told customers that the hackers were in the company’s network for at least 12 months, according to the people, who asked not to be named as they aren’t authorized to speak publicly about the incident.",Yahoo,https://finnhub.io/api/news?id=0b5887e90027cba2a5c4c22391dfaf8682f0776d9ed99eb658cc0ef6a5947322,2025-10-16 05:00:13
GOOGL,2025-10-16,Google Cloud Could Be Alphabet's Next Game-Changing Opportunity,"Alphabet's profitability, rapid revenue growth, and TPU efficiency edge position it as a leader in enterprise AI adoption. Read why GOOG stock is a Buy.",SeekingAlpha,https://finnhub.io/api/news?id=2686e67ef1e9fbb728c80d12075c38aa099890e7d38b70e860376e193849a417,2025-10-16 04:54:25
GOOGL,2025-10-16,Trump Hosts Corporate Ballroom Donors at Glitzy White House Dinner,"The event included representatives from Lockheed Martin, Microsoft, Meta, Google, Amazon.com and Palantir.",Yahoo,https://finnhub.io/api/news?id=7e505f4e36137ad85aaa046c2026057fbbefcdee911330c6207ec54094d67ffc,2025-10-16 04:36:00
GOOGL,2025-10-16,Trump hosts glitzy dinner for wealthy donors to new White House ballroom,"President Donald Trump on Wednesday welcomed nearly 130 deep-pocketed donors, allies and representatives of major companies for a dinner at the White House to reward them for their pledged contributions to a massive new ballroom.  The ballroom, whose price tag is now estimated at $250 million, is the most significant renovation that Trump, a former real estate mogul, is undertaking during his second term at the White House.  All four sides of the ballroom — which Trump said will be large and grand enough to hold even a presidential inauguration -- will be made of bulletproof glass, with its color, window shape and molding keeping in character with the White House.",Yahoo,https://finnhub.io/api/news?id=5524bd8d99fc308f77a6926a836e9b5dd73805784cfc88c3f3cdb4f63504b8d0,2025-10-16 04:34:17
GOOGL,2025-10-15,Alphabet Inc. (GOOG) Exceeds Market Returns: Some Facts to Consider,"Alphabet Inc. (GOOG) closed the most recent trading day at $251.66, moving +2.22% from the previous trading session.",Yahoo,https://finnhub.io/api/news?id=aa6a26bc488d3769ecd660c8fb7989e5809c16cd56983b89f6108da23ee57cce,2025-10-16 00:45:04
GOOGL,2025-10-15,Alphabet (GOOGL) Outpaces Stock Market Gains: What You Should Know,"Alphabet (GOOGL) closed at $251.03 in the latest trading session, marking a +2.27% move from the prior day.",Yahoo,https://finnhub.io/api/news?id=5d6acbc63909b28b6cc079db0830ff2064c40d86aee7b5e818aebce77a2d4648,2025-10-16 00:45:04
